item_id,category_name,item_description,item_title,business_line,tf_code
1744,ماهی و میگو,600 گرم,ماهی حلوا سیاه,Meat Shop,2o3w32
6891,شیرینی خشک,500 گرم,زولبیا بامیه یک کیلوگرم,Pastry,5zkxr2
20760,شیرینی سنتی,زولبیا بامیه,زولبیا بامیه 1 کیلوگرم,Pastry,517635
35969,خرما,±50 گرم,خرما زاهدی دو کیلوگرم,,5m38p5
35970,خرما,±50 گرم,خرما پیارم دو کیلوگرم,,5m38p5
35971,خرما,±50 گرم,خرما آلویی دو کیلوگرم,,5m38p5
49040,ماهی و میگو,,ماهی حلوا کفشک یک کیلوگرم,Meat Shop,5gn832
51986,شیرینی جات سنتی,شیرینی مینی گوشفیل,شیرینی مینی گوشفیل 500 گرم (30 عدد),Pastry,5zzwz5
51987,شیرینی جات سنتی,گوش فیل,گوشفیل یک عدد (180 تا 200 گرم),Pastry,5zzwz5
52061,صبحانه,"فرنی350گرم، نان سنگک 150 گرم، بسته بندی، قاشق، ترکیبات: نشاسته، شیر، گلاب، شکر",فرنی,Restaurant,5k4w12
60821,پیش غذا,"250 گرم، برنج نیمه درجه یک ایرانی، زعفران، گلاب، خلال بادام، دارچین

",شله زرد,Restaurant,5k19z5
61763,شیرینی خشک, یک کیلوگرم,زولبیا بامیه,Pastry,5kkn75
66694,آش و حلیم,,حلوا,Restaurant,2z87r2
66918,شیرینی خشک,,زولبیا و بامیه یک کیلوگرم,Pastry,5nmwp2
66931,شیرینی سنتی,"نشاسته، شکر، گلاب، زعفران، روغن، مغز بادام و پسته ",حلوا مسقطی لاری پر مغز,Pastry,5nmwp2
67990,صبحانه و عصرانه ,به همراه نان قاق (نان قندی),فرنی,Restaurant,281z75
69447,شیرینی سنتی,,حلوا فلزی چهار مغز پانسو,Pastry,2ln462
69558,خشکبار,خرما پیارم دمباز,خرما پیارم دمباز 1 کیلوگرم,Pastry,2ln462
69774,دسر,"آرد، روغن",حلوا 500 گرم,Restaurant,2m1on2
71198,زولبیا بامیه,یک کیلوگرم,زولبیا بامیه,Pastry,5worz5
72740,خشکبار,یک کیلوگرم,خرما کبکاب,Pastry,26y6g5
72741,خشکبار,,خرما پیارم یک کیلوگرم,Pastry,26y6g5
73330,صبحانه,"400 گرم، آرد برنج، شکر، گلاب، زعفران، پودر نارگیل",حلوا زعفرانی,Restaurant,236p75
73791,خواربار,خرما بسته بندی,خرما بسته بندی یک کیلوگرم,Meat Shop,2nm3p5
74540,پیش غذا,"150 گرم حلوا، شامل ارد، زعفران، گلاب، دست ساز",حلوا زرد,Restaurant,2976l2
74654,سالاد و پیش غذا,"حلوا شیرازی زعفرانی، یک نفره",حلوا,Restaurant,2wo362
75739,غذای اصلی,یک کیلو,رنگینک خرما,Restaurant,2nm1y5
77109,صبحانه,"شیر، آرد، شکر، گلاب، هل، دارچین، گل محمدی",فرنی,Cafe,5mrrx2
78332,سایر,,شیره خرما,,26yx45
78892,سوغات,یک کیلوگرم,یوخه رژیمی با شیره خرما,Pastry,2nywz5
79784,سالاد و پیش غذا,"آرد سفید، زعفران، گلاب، شکر، 150 گرم ",حلوا زعفرانی,Restaurant,29rlz5
81705,شیرینی سنتی,"زولبیا و بامیه، شهد عسل، بدون تزئین مناسب مراسم مذهبی و پذیرایی همراه چای",زولبیا بامیه 500 گرم,Pastry,56k372
84748,کیک و دسر,کوکی رژیمی خرما گردو,کوکی خرما گردو,Cafe,261yl5
84998,شیرینی خشک,زولبیا رژیمی,زولبیا رژیمی 500 گرم (بسته بندی),Pastry,27r4x5
87247,شیرینی سنتی,شیرینی گوش فیل,شیرینی گوش فیل یک کیلوگرم (18 تا 20 عدد),Pastry,27r7x5
89069,غذای سنتی,500گرم,حلوا زرد زعفرانی,Restaurant,24k665
95899,خشکبار,خرما خشت,خرما خشت ۲ کیلوگرم,Pastry,2o8yp5
96559,غذای اصلی,"یک کیلوگرم، حلوا، زعفران",حلوا زرد زعفرانی یک کیلوگرم با ظرف,Restaurant,5wzyw2
98568,صبحانه,,تست کره بادام زمینی و خرما,Cafe,5oo675
98636,خشکبار,یک کیلوگرم,خرما پیارم,Pastry,21npg5
98637,خشکبار,یک کیلوگرم,خرما کبکاب,Pastry,21npg5
99928,غذای اصلی,,حلوا,Restaurant,5n1k32
100943,دسر,"700 گرم،  آرد، برنج، عفران، گلاب",حلوا زعفرانی 700 گرم,Restaurant,5xy382
102269,دسر,"700 گرم، ارد، برنج، عفران، گلاب",حلوا زعفرانی,Restaurant,5n1wx2
103073,پیش غذا,,حلوا گرم,Cafe,2po195
103153,پیش غذا,,حلوا,Restaurant,2ywy82
106082,زولبيا و باميه,زولبيا رژيمي بدون باميه,زولبيا رژيمي دو كيلوگرم,Pastry,28n3z2
112499,غذای پرسی,,فرنی,Cafe,266n9g
114846,پیش غذا,,حلوا,Restaurant,2oxypw
116620,صبحانه,"۴۰۰گرم فرنی، بدون نان، بدون دورچین

",فرنی,Restaurant,5o4op2
119839,شیرینی خشک,یک کیلوگرم,زولبیا بامیه,Pastry,5319rl
120727,سرویس اضافه,"30 گرم، دست ساز",حلوا یک نفره,Restaurant,2p8r3o
122979,سایر محصولات,,حلوا ارده یک کیلوگرم,Pastry,5777mw
123952,صبحانه,,فرنی,Restaurant,59xxmw
126607,شیرینی خشک,,زولبیا 500 گرم,Pastry,54nnoz
135069,نان,یک کیلوگرم,گتک شیره خرما و انگور بدون شکر,Pastry,277y3p
135755,دسر,,فرنی,Restaurant,53o165
135756,دسر,,فرنی شکلاتی,Restaurant,53o165
135757,دسر,,فرنی زعفرانی,Restaurant,53o165
140725,صبحانه,"دو عدد تخم مرغ، خرما
 150گرم",خرما بریون,Cafe,266n9g
144533,گوشت سفید,"ماهی جنوب حلوا سیاه تازه گوشت سفید بدون استخوان، یک کیلوگرم",ماهی جنوب حلوا سیاه,Meat Shop,59xxpw
145649,نوشیدنی گرم,,فرنی,Cafe,5w377y
158239,زولبیا و بامیه,یک کیلوگرم,زولبیا و بامیه,Pastry,5w39zz
180572,شیرینی خشک,,زولبیا یک کیلوگرم,Pastry,5gxpo8
180832,پیش غذا,,حلوا,Restaurant,2kgrg2
184591,شیرینی سنتی,,"گوشفیل	 یک کیلوگرم (35 عدد)",Pastry,5r6lk1
184592,شیرینی سنتی,,زولبیا 500 گرم (10 عدد),Pastry,5r6lk1
186737,حلوا و خرما,1.500 تا 1.600 کیلوگرم,خرما حلوایی,Pastry,2yor99
187219,حلوا و خرما,حلوا با شهد عسل و نان میکادو مناسب مراسم مذهبی و پذیرایی همراه چای,"حلوا ویفری	 یک سینی (۱۰۵ تا ۱۱۰ عدد)",Pastry,2k31x4
187220,حلوا و خرما,یک سینی (50 عدد),خرما حلوایی,Pastry,2k31x4
187221,حلوا و خرما,یک سینی (70 تا 75 عدد),خرما با گردو,Pastry,2k31x4
191908,زولبیا بامیه,,زولبیا زعفرانی دو کیلوگرم,Pastry,24n9kz
191909,زولبیا بامیه,,گوشفیل کره ای دو کیلوگرم,Pastry,24n9kz
191912,زولبیا بامیه,,زولبیا رژیمی مخصوص دو کیلوگرم,Pastry,24n9kz
191914,زولبیا بامیه,,زولبیا و بامیه یک کیلوگرم,Pastry,24n9kz
191984,سوغات,540 گرم,حلوا زنجبیلی سنتی رضا,Pastry,24n9kz
191993,حلوا و خرما,1.350 کیلوگرم (65 عدد),حلوا ميكس,Pastry,24n9kz
191994,حلوا و خرما,1.350 کیلوگرم (65 عدد),حلوا ويفری,Pastry,24n9kz
191995,حلوا و خرما,1.350 کیلوگرم (65 عدد),خرما با مغز گردو,Pastry,24n9kz
191996,حلوا و خرما,1.350 کیلوگرم (65 عدد),خرما حلوایی,Pastry,24n9kz
191997,حلوا و خرما,1.350 کیلوگرم (65 عدد),حلوا ميكس قيفی,Pastry,24n9kz
192252,دسر," آرد، زعفران، هل، گلاب، شکر",حلوا مجلسی بزرگ,Restaurant,2314n9
192253,دسر," برنج، زعفران، گلاب، شکر، با تزیین خلال بادام، کنجد، دارچین، ارایه در ظرف بهداشتی گیاهی",شله زرد بزرگ,Restaurant,2314n9
199436,خرما و رطب,,خرما پیارم اعلا ۲۵۰ گرم,,2w388k
199437,خرما و رطب,250 گرم,چیپس خرما,,2w388k
199438,خرما و رطب,500 گرم,خرما زاهدی,,2w388k
205326,زولبیا و بامیه,,گوش فیل بالشتی یک کیلوگرم,Pastry,2gxox6
205328,زولبیا و بامیه,,گوش فیل اراکی یک کیلوگرم,Pastry,2gxox6
205330,زولبیا و بامیه,,زولبیا یک کیلوگرم,Pastry,2gxox6
205373,حلوا و خرما,دو کیلوگرم (مناسب برای 100 نفر),حلوا مخلوط,Pastry,2gxox6
205374,حلوا و خرما,دو کیلوگرم (مناسب برای 100 نفر),خرما حلوایی,Pastry,2gxox6
205375,حلوا و خرما,دو کیلوگرم (مناسب برای 100 نفر),خرما مخصوص,Pastry,2gxox6
205376,حلوا و خرما,دو کیلوگرم (مناسب برای 100 نفر),"حلوا ویفری	",Pastry,2gxox6
205415,خشکبار,,خرما پیارم یک کیلوگرم,Pastry,2gxox6
207505,حلوا,1.500 کیلوگرم,حلوا خرما,Pastry,5r67rl
207506,حلوا,1.2 تا 1.3 کیلوگرم,حلوا خرما و گردو,Pastry,5r67rl
207507,حلوا,1.500 کیلوگرم,حلوا رولتی,Pastry,5r67rl
207520,زولبیا و بامیه,,زولبیا و بامیه رژیمی یک کیلوگرم (20 تا 25 عدد),Pastry,5r67rl
207521,زولبیا و بامیه,,زولبیا و بامیه یک کیلوگرم (20 تا 25 عدد),Pastry,5r67rl
208662,شیرینی سنتی,1.500 کیلوگرم (56 عدد),حلوا و خرما,Pastry,59xgok
208664,شیرینی سنتی,دو کیلوگرم (72 عدد),حلوا رولتی,Pastry,59xgok
210836,ارده و شیره,800 گرم,حلوا ارده,Pastry,2ox9r8
210951,حلوا و خرما,یک بسته 1.100 گرم,خرما خالص,Pastry,2k3n9z
210952,حلوا و خرما,یک بسته 1.400 گرم,حلوا مخلوط,Pastry,2k3n9z
210953,حلوا و خرما,یک بسته  1.400 گرم,"حلوا ویفری	",Pastry,2k3n9z
211371,نان,90 گرم (1 عدد),اسکون پنیر و خرما و عسل,Pastry,2nlz7y
214771,حلوا و خرما,"خرما بدون هسته، مغز گردو، کنجد",حلوا خرما,Restaurant,5km9r5
215422,صبحانه,"کره یک نفره، عسل یک نفره، مربا یک نفره، حلوا شکری، دو دد نان سنتی",کره مربا عسل حلوا شکری,Restaurant,2oxzr4
221521,پیش غذا,"رشته شعریه، زعفران، گلاب، شکر",حلوا 250 گرم,Restaurant,5oxpko
221522,پیش غذا,حلوا سیاه اصل اردبیل,حلوا سیاه,Restaurant,5oxpko
221523,پیش غذا,"500 گرم،
برنج ایرانی شکر زعفران گلاب",شله زرد,Restaurant,5oxpko
221524,پیش غذا,"شیر پرچرب، آرد برنج، گلاب، دارچین، به همراه یک چهارم نان بربری",فرنی,Restaurant,5oxpko
221525,پیش غذا,"300 گرم، حلوا سیاه اردبیل",حلوا سیاه اردبیل,Restaurant,5oxpko
226719,حلوا و خرما,سینی حلوا میکس مخصوص,سینی حلوا میکس مخصوص یک جعبه (70 تا 80 عدد),Pastry,5w3y66
226720,حلوا و خرما,حلوا و خرما مخلوط مغزدار مخصوص,حلوا و خرما مخلوط مغزدار مخصوص یک جعبه (70 تا 80 عدد),Pastry,5w3y66
226721,حلوا و خرما,خرما با مغز گردو مخصوص,خرما با مغز گردو مخصوص یک جعبه (70 تا 80 عدد),Pastry,5w3y66
227996,خشکبار,,خرما پیارم 250 گرم,Pastry,5k3z74
228421,زولبیا و بامیه,,زولبیا بامیه یک کیلوگرم,Pastry,5w3kky
228508,خشکبار,,خرما پیارم 250 گرم,Pastry,5w3kky
240125,اسموتی,"400 میلی لیتر، موز، خرما، کره بادام زمینی، شیر ، یخ، سس مخصوص، به صورت بلند شده",اسموتی موز خرما بادام زمینی,Cafe,2oxnkl
240142,صبحانه و میان وعده ,"نان تست گرم، پنیر، گردو، خرمای پوست گرفته شده",تست پنیر و گردو و خرما,Cafe,2oxnkl
240447,غذای ایرانی,"زعفران، برنج، شکر",شله زرد,Restaurant,531lgp
258486,خشکبار, ,خرما پیارم یک کیلوگرم,Pastry,2yo38o
259443,نوشیدنی گرم,,فرنی,Cafe,277k4g
264479,حلوا و خرما,,حلوا زنجبیلی یک کیلوگرم,Pastry,59x4zl
264497,شیرینی خشک,,زولبیا و بامیه یک کیلوگرم,Pastry,59x4zl
264716,خشکبار,,خرما پیارم 250 گرم,Pastry,59x4zl
264717,حلوا و خرما,1.800 تا دو کیلوگرم (80 عدد),حلوا رولتی,Pastry,59x4zl
264718,حلوا و خرما,60 عدد,حلوا دو سر پرس,Pastry,59x4zl
264719,حلوا و خرما,1.500 کیلوگرم (60 عدد),خرما با مغز گردو,Pastry,59x4zl
264720,حلوا و خرما,60 عدد,خرما با مغز گردو دو سر پرس,Pastry,59x4zl
264721,حلوا و خرما,دو کیلوگرم (80 عدد),حلوا و خرما مخلوط,Pastry,59x4zl
268399,نان تست,"دو عدد نان تست به همراه پنیر سنتی، خرما، گردو

",تست پنیر و خرما گردو نان تست غلات,Cafe,234km5
268613,پیش غذا,"350 گرم، زعفران، برنج، خلال بادام",شله زرد,Restaurant,5zlzl6
269209,کروسان,"چهار عدد خرما، گردو، کنجد، شیره خرما، کروسان",کروسان خرما,Cafe,21yrop
269282,صبحانه,,فرنی,Restaurant,2k3yg8
271149,غذای اصلی,"یک پرس فرنی سرد، شیر، آرد برنج، با تزئین خلال بادام و دارچین، بدون نان",فرنی,Restaurant,5nlpp7
271163,غذای اصلی,"یک پرس شله زرد سرد، برنج، زعفران، هل، گلاب، شکر، با تزئین خلال بادام و دارچین، بدون نان","شله زرد	",Restaurant,5nlpp7
279493,شیرینی سنتی,شامل زولبیا و بامیه می باشد,زولبیا و بامیه سنتی جعبه بزرگ,Pastry,2r6pog
281357,صبحانه, ,شیره خرما و کره حیوانی,Restaurant,59x941
284514,شیرینی خشک,"شهد عسل، بدون تزئین",زولبیا و بامیه یک کیلوگرم,Pastry,54n4yn
284871,سوغات,"انواع گوشفیل خاک قندی، شکلاتی",گوشفیل اراکی 700 گرم,Pastry,2my74k
284872,حلوا و خرما,"۸۵ تا ۸۷ عدد، وزن تقریبی ۱.۱۰۰ تا ۱.۲۰۰ کیلوگرم",خرما با مغز گردو,Pastry,2my74k
284873,حلوا و خرما,با هشت طعم مختلف,حلوا هشت رنگ زنجبیلی مخصوص توکلی,Pastry,2my74k
284874,حلوا و خرما,"یک بسته، برش لوزی",حلوا زنجبیلی مخصوص تبریز,Pastry,2my74k
284875,حلوا و خرما,"یک بسته	
",حلوا رولتی,Pastry,2my74k
284876,حلوا و خرما,یک بسته,حلوا خرما,Pastry,2my74k
286838,رژیمی, ,بار خرما,Cafe,2p84zy
288095,سالاد و پیش غذا,"یک عدد، ۳۵ گرم، حلوا زنجبیلی تبریز

","حلوا زنجبیلی	",Restaurant,5xgl9w
288529,حلوا,70 عدد تارت حلوا سنتی زعفرانی,حلوا کد 8,Pastry,5nl7xo
288530,حلوا,70 عدد حلوا ترحلوا زعفرانی,حلوا کد 13,Pastry,5nl7xo
288532,حلوا,70 عدد حلوا میکس حلوا سنتی زعفرانی و ترحلوا زعفرانی,حلوا کد 14,Pastry,5nl7xo
288533,حلوا,حدود 110عدد حلوا حلوا سنتی زعفرانی,حلوا کد 18,Pastry,5nl7xo
288534,حلوا,حدود 90عدد حلوا حلوا سنتی زعفرانی,حلوا کد 19,Pastry,5nl7xo
288535,حلوا,65 عدد حلوا میکس حلوا مدرن و برشتوک,حلوا کد 20,Pastry,5nl7xo
288537,حلوا,65 عدد حلوا میکس حلوا مدرن و ترحلوا زعفرانی,حلوا کد 23,Pastry,5nl7xo
288538,حلوا,65 عدد حلوا حلوا میکس مدرن,حلوا کد 25,Pastry,5nl7xo
288540,حلوا,39عدد حلوا میکس حلوا مدرن زعفرانی و پسته,حلوا کد 27,Pastry,5nl7xo
288541,حلوا,36 عدد حلوا حلوا مدرن زنجبیل و گردو,حلوا کد 28,Pastry,5nl7xo
288542,حلوا,36 عدد حلوا میکس حلوا مدرن,حلوا کد 30,Pastry,5nl7xo
288543,حلوا,63 عدد حلوا حلوا مدرن زنجبیل و گردو,حلوا کد 31,Pastry,5nl7xo
288545,حلوا,36 عدد حلوا حلوا مدرن پسته,حلوا کد 32,Pastry,5nl7xo
288547,حلوا,63 عدد حلوا حلوا مدرن پسته,حلوا کد 33,Pastry,5nl7xo
288549,حلوا,70 عدد حلوا میکس تارت حلوا سنتی زعفرانی و ترحلوا زعفرانی,حلوا کد 35,Pastry,5nl7xo
288550,حلوا,36 عدد حلوا ترحلوا زعفرانی,حلوا کد 37,Pastry,5nl7xo
288553,حلوا,42 عدد حلوا میکس تارت حلوا سنتی زعفرانی و ترحلوا زعفرانی,حلوا کد 38,Pastry,5nl7xo
288554,حلوا,36 عدد حلوا تارت حلوا سنتی زعفرانی,حلوا کد 45,Pastry,5nl7xo
288565,حلوا,36عدد حلوا میکس ترحلوا زعفرانی و حلوا مدرن زنجبیل,حلوا کد 54,Pastry,5nl7xo
288566,حلوا,67 عدد حلوا میکس ترحلوا زعفرانی و حلوا مدرن زنجبیل,حلوا کد 55,Pastry,5nl7xo
288603,خرما,حدود 130 عدد خرما خرما گردویی,خرما کد یک,Pastry,5nl7xo
288605,خرما,70 عدد خرما خرما با مغز گردو و آجیل,خرما کد دو,Pastry,5nl7xo
288607,خرما,45 عدد خرما خرما با مغز گردو و آجیل,خرما کد سه,Pastry,5nl7xo
288609,خرما,حدود 120 عدد خرما خرما گردویی,خرما کد چهار,Pastry,5nl7xo
288611,خرما,حدود 80 عدد خرما خرما گردویی,خرما کد پنج,Pastry,5nl7xo
288617,خرما,"56 عدد خرما خرما پیارم لوکس , فیلینگ مخصوص, آجیل اعلا",خرما پیارم لوکس مستطیل,Pastry,5nl7xo
288658,پک 200 گرمی,آرد زعفران استویا,حلوا رژیمی 200 گرم,Pastry,5nl7xo
288659,پک 200 گرمی,بافت پودری و خشک,حلوا کفگیری,Pastry,5nl7xo
288665,پک 200 گرمی,,شله زرد 200 گرم,Pastry,5nl7xo
288668,پک 200 گرمی,"ترکیب آرد برنج، شیر، گلاب، هل",فرنی 200گرم,Pastry,5nl7xo
288670,پک کیلویی,"آرد گندم ، آرد نخودچی ، گلاب ، هل ، دارچین ، زعفران",حلوا سنتی یک کیلو,Pastry,5nl7xo
288672,پک کیلویی,"هویج، زعفران، گلاب، کره، ارد، هل، بافت لطیف و نرم، با پوره هویج طبخ میشود",حلوا هویج یک کیلو,Pastry,5nl7xo
288674,پک کیلویی,"طعم سوهان، تزیین تزئین متغیر، ترکیبات: شیر خشک، زعفران، هل، گلاب، ارد نشاسته ذرت، کره",حلوا عربی یک کیلو,Pastry,5nl7xo
288675,پک کیلویی,"برنج، زعفران، بادام، هل، بادام، تزئین شده با خلال پسته، خلال بادام",شله زرد یک کیلو,Pastry,5nl7xo
290688,غذای پرسی,"۴۰۰ گرم، برنج ایرانی، زعفران اعلا، گلاب",شله زرد,Restaurant,5zl7yo
290689,غذای پرسی,"۴۰۰ گرم، آرد گندم، شکر، کره، زعفران اعلا",حلوا سنتی,Restaurant,5zl7yo
290692,غذای پرسی,"۴۰۰ گرم، شیر، آرد برنج، تزئین شده با پودر نارگیل",فرنی,Restaurant,5zl7yo
293270,پیش غذا,"یک نفره

",حلوا,Restaurant,51yxgo
293273,پیش غذا,"یک نفره، ۳۶۰ گرم، زعفران سرگل، برنج، شکر، هل و گلاب

","شله زرد	",Restaurant,51yxgo
297330,سالاد و پیش غذا,"۳۰۰ گرم، حلوا با شهد زعفران، تزئین شده با پودر پسته",حلوا زعفرانی,Restaurant,29x377
297418,خشکبار,یک بسته 500 گرمی,خرما زاهدی یک بسته 500 گرمی,,5w3x31
297420,خشکبار,یک بسته 500 گرمی,خرما پیارم یک بسته 500 گرمی,,5w3x31
297958,فرآورده های لبنی,250 گرمی,پنیر خرما آلیما 250 گرم,Meat Shop,2my76z
298040,حلوا,70 عدد تارت حلوا سنتی زعفرانی,حلوا کد هشت,Pastry,26687n
298042,حلوا,70 عدد حلوا ترحلوا زعفرانی,حلوا کد 13,Pastry,26687n
298044,حلوا,"70 عدد حلوا میکس حلوا سنتی زعفرانی، ترحلوا زعفرانی",حلوا کد 14,Pastry,26687n
298046,حلوا,حدود 110 عدد حلوا سنتی زعفرانی,حلوا کد 18,Pastry,26687n
298048,حلوا,حدود 90 عدد حلوا سنتی زعفرانی,حلوا کد 19,Pastry,26687n
298050,حلوا,"65 عدد حلوا میکس، حلوا مدرن و برشتوک",حلوا کد 20,Pastry,26687n
298051,حلوا,"65 عدد حلوا میکس، حلوا مدرن و ترحلوا زعفرانی",حلوا کد 23,Pastry,26687n
298052,حلوا,65 عدد حلوا میکس مدرن,حلوا کد 25,Pastry,26687n
298053,حلوا,"39 عدد حلوا میکس، حلوا مدرن زعفرانی و پسته",حلوا کد 27,Pastry,26687n
298054,حلوا,"36 عدد، حلوا مدرن زنجبیل و گردو",حلوا کد 28,Pastry,26687n
298055,حلوا,36 عدد حلوا میکس,حلوا کد 30,Pastry,26687n
298056,حلوا,"63 عدد، حلوا مدرن زنجبیل و گردو",حلوا کد 31,Pastry,26687n
298057,حلوا,"36 عدد، حلوا مدرن پسته",حلوا کد 32,Pastry,26687n
298058,حلوا,"63 عدد، حلوا مدرن پسته",حلوا کد 33,Pastry,26687n
298059,حلوا,"70 عدد، حلوا میکس تارت و حلوا سنتی زعفرانی و ترحلوا زعفرانی",حلوا کد 35,Pastry,26687n
298061,حلوا,36 عدد ترحلوا زعفرانی,حلوا کد 37,Pastry,26687n
298064,حلوا,"42 عدد، میکس تارت حلوا سنتی زعفرانی و ترحلوا زعفرانی",حلوا کد 38,Pastry,26687n
298066,حلوا,"36 عدد، حلوا تارت و حلوا سنتی زعفرانی",حلوا کد 45,Pastry,26687n
298074,حلوا,"36 عدد، میکس ترحلوا زعفرانی و حلوا مدرن زنجبیلی",حلوا کد 54,Pastry,26687n
298077,حلوا,"67 عدد، میکس ترحلوا زعفرانی و حلوا مدرن زنجبیل",حلوا کد 55,Pastry,26687n
298159,خرما,"حدود 130 عدد، خرما گردویی",خرما کد یک,Pastry,26687n
298163,خرما,"70 عدد، خرما با مغز گردو و آجیل",خرما کد دو,Pastry,26687n
298167,خرما,"45 عدد، خرما با مغز گردو و آجیل",خرما کد سه,Pastry,26687n
298171,خرما,"حدود 120 عدد، خرما گردویی",خرما کد چهار,Pastry,26687n
298173,خرما,"حدود 80 عدد، خرما گردویی",خرما کد پنج,Pastry,26687n
298190,خرما,"56 عدد خرما، خرما پیارم لوکس با فیلینگ مخصوص و آجیل اعلا",خرما پیارم لوکس مستطیل,Pastry,26687n
298193,فرآورده های لبنی,400 گرمی,حلوا ارده ساده عقاب,Meat Shop,2my76z
298285,پک 200 گرمی,"200 گرم، آرد، روغن استویا",حلوا رژیمی,Pastry,26687n
298286,پک 200 گرمی,بافت پودری و خشک,حلوا کفگیری,Pastry,26687n
298287,پک 200 گرمی, 200 گرم,حلوا عربی,Pastry,26687n
298288,پک 200 گرمی,200 گرم,حلوا هویج,Pastry,26687n
298291,پک 200 گرمی,200 گرم,حلوا سنتی,Pastry,26687n
298316,پک کیلویی,"یک کیلوگرم، هویج، زعفران، گلاب، کره، ارد، هل، بافت لطیف و نرم، با پوره هویج طبخ میشود",حلوا هویج,Pastry,26687n
298327,پک کیلویی,"یک کیلوگرم، طعم سوهان، تزئین متغیر، ترکیبات: شیر خشک، زعفران، هل، گلاب، آرد نشاسته ذرت، کره",حلوا عربی,Pastry,26687n
298342,پک کیلویی,"یک کیلوگرم، آرد گندم، آرد نخودچی، گلاب، هل، دارچین، زعفران",حلوا سنتی,Pastry,26687n
298354,پک کیلویی,500 گرم,حلوا سیاه,Pastry,26687n
298462,کیک و دسر,"یک عدد، خمیر کوکی به همراه گردو و خرما",کوکی گردو و خرما,Cafe,5gxpn3
298933,ماهی و میگو,یک کیلوگرم,ماهی حلوا,Meat Shop,2lwxm6
301794,حلوا,یک کیلوگرم,"حلوا ویفری	",Pastry,2k3z13
301795,حلوا,یک کیلوگرم,"حلوا فنجانی	",Pastry,2k3z13
301796,حلوا,یک کیلوگرم,"حلوا خرما	",Pastry,2k3z13
301797,حلوا,یک کیلوگرم,"حلوا مخلوط	",Pastry,2k3z13
301798,خرما,یک کیلوگرم,"خرما گردو	",Pastry,2k3z13
301799,خرما,یک کیلوگرم,"خرما گردو پرسی	",Pastry,2k3z13
301800,حلوا,یک کیلوگرم,"حلوا تی تابی پرسی	",Pastry,2k3z13
302525,خواربار,"۲۵۰ گرم

",حلوا شکری با مغز پسته و بادام زمینی عقاب,Meat Shop,2oxzyy
303586,پیش غذا,"۳۳۰ گرم فرنی، میکس آرد برنج، شیر",فرنی,Restaurant,2p899x
303587,پیش غذا,۳۳۰ گرم شله زرد,شله زرد,Restaurant,2p899x
303590,پیش غذا,۲۰۰ گرم حلوا زعفرانی,حلوا زعفرانی,Restaurant,2p899x
303591,پیش غذا,۲۰۰ گرم حلوا هویج,حلوا هویج,Restaurant,2p899x
305945,خشکبار,250 گرم,خرما زاهدی,Pastry,2k38mp
305947,خشکبار,250 گرم,خرما پیارم,Pastry,2k38mp
305949,خشکبار,100 گرم,خرما خاصویی,Pastry,2k38mp
306173,صبحانه سرد,به همراه نان تنوری,کره حلوا ارده,Restaurant,5p8z8k
306231,خشکبار, ,خرما پیارم ۵۰۰ گرم,Pastry,5w38xk
306801,دسر,"بادام زمینی، خرما، جو دوسر، آرد، دارچین، بدون شکر",بار رژیمی خرما,Cafe,5oxk84
307352,سایر, یک کیلوگرم,خرما پیارم,Pastry,2k38zk
309727,حلوا و خرما,,خرما پیاروم یک کیلوگرم,Pastry,531on3
309729,حلوا و خرما,,حلوا مخلوط یک کیلوگرم (۵۰ تا ۶۰ عدد),Pastry,531on3
309730,حلوا و خرما,یک کیلوگرم,حلوا گردویی,Pastry,531on3
310896,دسر,حلوا سیاه با مغز گردو,حلوا سیاه اردبیل,Restaurant,266lzp
310899,دسر,300 گرم شله زرد,شله زرد,Restaurant,266lzp
310900,دسر,200 گرم حلوا زعفرانی,حلوا زعفرانی,Restaurant,266lzp
311215,شیرینی خشک,نان بستنی حلوا,حلوا ویفری ۷۰ الی ۷۵ عدد,Pastry,2xg3wg
311216,شیرینی خشک,"خرما حلوا
",حلوا خرما ۵۵ تا ۶۰ عدد,Pastry,2xg3wg
311217,شیرینی خشک,"خرما حلوا گردو
",حلوا مخلوط ۸۰ تا ۹۰ عدد,Pastry,2xg3wg
312196,خشکبار,,خرما پیارم درشت ۱ کیلوگرم,Pastry,2xg3wg
313850,غذای سنتی ,"برنج، زعفران، خلال بادام، پودر دارچین، ظرف مایکروویوی",شله زرد 300 گرم,Restaurant,5xg4k9
314246,پیش غذا,"300 گرم، آرد برنج، شکر، دارچین، شیر، سرد سرو میشود",فرنی,Restaurant,2nl4xg
314248,پیش غذا,"300 گرم، برنج ایرانی، شکر، خلال بادام، پودر نارگیل، دارچین",شله زرد,Restaurant,2nl4xg
314250,پیش غذا,"230 گرم، آرد، گلاب، شکر، هل",حلوا زعفرانی,Restaurant,2nl4xg
314251,پیش غذا,"200 گرم، آرد، گلاب، شکر، رشته مخصوص عربی",حلوا عربی,Restaurant,2nl4xg
316909,دسر,"۲۰۰ گرم، آرد، زعفران، روغن، شکر",حلوا خونگی,Restaurant,277lm7
316910,دسر,"500 گرم، برنج ایرانی، خلال بادام، با تزئین دارچین، خلال پسته، پودر نارگیل",شله زرد,Restaurant,277lm7
