item_id,category_name,item_description,item_title,business_line,tf_code
971614,صبحانه,"یک عدد تن ماهی 180 گرمی، سیب زمینی سرخ کرده، سه تکه نان بربری",تن ماهی و سیب زمینی,Cafe,2zr782
971615,صبحانه,350 گرم,خوراک لوبیا,Cafe,2zr782
971622,صبحانه,"یک عدد سوسیس کوکتل گوشت 90 درصد، سیب زمینی سرخ شده، سه تکه نان بربری",سیب زمینی و سوسیس ربی,Cafe,2zr782
971627,صبحانه,"350 گرم عدسی، دورچین: سه تکه نان بربری",عدسی,Cafe,2zr782
971628,صبحانه سرد,"30 گرم کره، 30 گرم مربا، سه تکه نان بربری",کره و مربا,Cafe,2zr782
971629,صبحانه سرد,"60 گرم پنیر سفید، دو عدد گردو، سه تکه نان بربری",پنیر و گردو,Cafe,2zr782
971630,صبحانه سرد,"30 گرم کره، 25 گرم عسل، نان بربری",کره و عسل,Cafe,2zr782
974335,صبحانه,"سه عدد تخم مرغ، سوسیس شکاری، قارچ، فلفل دلمه، پنیر پیتزا، دورچین: ریحان، خیارشور، گوجه، لیمو، نان",صبحانه مخصوص,Restaurant,5x4lo5
977878,صبحانه,"خوراک عدسی یک پرس، لیمو، نان","عدسی	",Restaurant,24w3pn
977881,صبحانه,"نان شیرمال، پنیر خامه ای، مربا توت فرنگی",ساندویچ پنیر و مربا,Restaurant,24w3pn
978499,صبحانه,"پنیر، گردو، خامه، عسل، گوجه، خیار، سبزی خوردن، خرما، به همراه نان سنگک",صبحانه ایرانی,Restaurant,2k61gw
981768,صبحانه,,عدسی (250 گرم),Restaurant,21knln
981769,صبحانه,,لوبیا (250 گرم),Restaurant,21knln
978726,صبحانه,"250 گرم تن ماهی و خوراک لوبیا، رب گوجه فرنگی، دورچین: نان سنگک یا لواش بر اساس موجودی، خیارشور",خوراک لوبیا و تن ماهی,Cafe,5mkl3n
981509,غذای سنتی,"یک پرس عدسی، سیب زمینی، ادویه، همراه با نان بربری یا سنگک",عدسی,Cafe,5nxyry
983240,صبحانه,"تخم مرغ آب پز، سوسیس، عدسی، گردو، خرما، میوه فصل، خیار، گوجه",صبحانه سلامت,Restaurant,26rk9y
983241,صبحانه,"پنیر، خامه، عسل، مربا، کره، گردو، میوه فصل، خیار، گوجه",صبحانه ایرانی,Restaurant,26rk9y
986489,صبحانه و میان وعده,"500 گرم، عدس، پیاز، رب، ادویه مخصوص، دورچین: لیمو ترش، یک تکه نان سنگک",عدسی,Restaurant,2zk9k9
986490,صبحانه و میان وعده,"500 گرم، لوبیا چیتی، پیاز، رب، ادویه مخصوص، دورچین: لیمو ترش، یک تکه نان سنگک",خوراک لوبیا,Restaurant,2zk9k9
987084,تست,"دو عدد نان تست به همراه پنیر سنتی، خرما، گردو",تست ساده پنیر و خرما گردو,Cafe,2o1k9x
987088,تست,دو عدد نان تست مربای آلبالو (یا انتخابی در توضیحات هویج و تمشک) کره محلی,تست ساده کره مربا,Cafe,2o1k9x
987089,تست,"دو عدد تست، پنیر لبنه، گردو، جعفری	",تست ساده ایرانی پنیر و گردو,Cafe,2o1k9x
987090,تست,"دو عدد نان تست، کره محلی، عسل	",تست ساده کره عسل,Cafe,2o1k9x
987135,ساندویچ چاپاتا,"نان چاپاتا، خامه سنتی، مربا",چاپاتا مربا و خامه,Cafe,2o1k9x
987136,ساندویچ چاپاتا,"نان چاپاتا، کره و مربا",چاپاتا کره مربا,Cafe,2o1k9x
987137,ساندویچ چاپاتا,"نان چاپاتا، کره، عسل طبیعی",چاپاتا عسل و کره,Cafe,2o1k9x
987141,ساندویچ چاپاتا,"نان چاپاتا، کره، عسل طبیعی",چاپاتا کره عسل,Cafe,2o1k9x
987142,ساندویچ چاپاتا,"نان چاپاتا، خامه سنتی، عسل طبیعی",چاپاتا خامه عسل,Cafe,2o1k9x
987402,تست, دو عدد نان تست به همراه کرم پسته اعلا و خامه سنتی,تست سبوس دار کرم پسته و خامه,Cafe,2o1k9x
987040,صبحانه و میان وعده,خامه عسل (طبیعی با موم) 120 گرم به همراه چهار تکه نان سنگک,خامه عسل طبیعی,Cafe,2o1k9x
987274,تست," دو عدد نان تست، کره محلی، عسل",تست غلات کره عسل,Cafe,2o1k9x
987299,تست,"دو عدد تست، پنیر لبنه، گردو، جعفری",تست سبوس دار ایرانی پنیر و گردو,Cafe,2o1k9x
987306,تست,دو عدد نان تست مربای آلبالو (یا انتخابی در توضیحات هویج و تمشک) کره محلی,تست غلات کره مربا,Cafe,2o1k9x
987381,تست,"دو عدد نان تست به همراه پنیر سنتی، خرما، گردو",تست غلات پنیر و خرما گردو,Cafe,2o1k9x
989912,صبحانه,"میکس پنیر سفید ایرانی سرخ شده با دو عدد تخم مرغ و شوید، سه تکه نان بربری، دورچین: خیارشور و پیاز",پنیر برشته,Restaurant,2719o4
989914,صبحانه,"دو عدد تخم مرغ آبپز، یک عدد سیب زمینی آبپز، کره، دورچین: گوجه و خیارشور و پیاز، سه تکه نان بربری",صبحانه ورزشی,Restaurant,2719o4
990421,صبحانه,,صبحانه ایرانی,Cafe,577339
991256,صبحانه و عصرانه,,لوبیا (400 گرم),Restaurant,56ry7m
991257,صبحانه و عصرانه,,عدسی (400 گرم),Restaurant,56ry7m
993319,صبحانه,,تست پنیر و گردو,Cafe,594rn6
993341,صبحانه,400 گرم,خوراک لوبیا با قارچ,Cafe,5llrmm
993352,صبحانه,400 گرم,خوراک لوبیا,Cafe,5llrmm
994358,صبحانه,"یک نفره، کره، مربا توت فرنگی یا هویج، عسل، خامه، پنیر، گردو، گوجه، خیار، دورچین: چهار تکه نان سنگک",صبحانه ایرانی,Cafe,2g78l8
998403,تست و کلاب,"دو عدد نان تست پروتئینی، پنیر خامه ای، گردو سفید",تست پنیر و گردو,Cafe,2477nl
998405,تست و کلاب,"دو عدد نان تست پروتئینی، خامه صبحانه، عسل کوهی",تست خامه و عسل,Cafe,2477nl
998406,تست و کلاب,"دو عدد نان تست پروتئینی، خامه صبحانه، مربا هویج",تست خامه و مربا هویج,Cafe,2477nl
998407,تست و کلاب,"دو عدد نان تست پروتئینی، خامه صبحانه، مربا توت فرنگی",تست خامه و مربا توت فرنگی,Cafe,2477nl
1000860,صبحانه,,صبحانه ایرانی,Restaurant,54wl49
1000865,صبحانه,یک نفره,عدسی,Restaurant,54wl49
1000866,صبحانه,یک نفره,خوراک لوبیا,Restaurant,54wl49
1000867,صبحانه,,نان و پنیر و خیار و گوجه,Restaurant,54wl49
1003020,صبحانه,"یک پرس	
",خوراک عدسی,Cafe,5g7r3x
1003021,صبحانه,یک پرس,خوراک لوبیا,Cafe,5g7r3x
1002114,صبحانه و عصرانه,"دو عدد نان تست، پنیر خامه ای، گردو",تست پنیر و گردو,Cafe,53moy5
1004367,صبحانه  و میان وعده,"نان ، پنیر، گردو",نان و پنیر و گردو,Cafe,5y4xl3
1004368,صبحانه  و میان وعده,"نان  ، خامه، عسل",نان و خامه و عسل,Cafe,5y4xl3
1004371,صبحانه  و میان وعده,"نان، خیارشور، پیاز، پنیر، سبزی",نان و پنیر و سبزی,Cafe,5y4xl3
1004374,صبحانه  و میان وعده,"نان سنتی هیزمی، کره، مربا",نان و کره و مربا,Cafe,5y4xl3
1004375,صبحانه  و میان وعده,"نان سنتی ، پنیر، گوجه، خیار",نان و پنیر و گوجه و خیار,Cafe,5y4xl3
1004376,صبحانه  و میان وعده,"نان، خیارشور، پیاز، خامه، مربا",نان و خامه و مربا,Cafe,5y4xl3
1008575,صبحانه,"سیب زمینی سرخ شده، تن ماهی، دورچین: سبزی خوردن تازه، پیاز به همراه دو تکه نان بربری",سیب زمینی تن ماهی,Restaurant,23zx61
1008578,صبحانه,"۹۰ گرم تن ماهی، ۲۰۰ گرم لوبیا دورچین: سبزی خوردن، پیاز به همراه دو تکه نان بربری",تن ماهی لوبیا,Restaurant,23zx61
1008586,صبحانه,"دو عدد تخم مرغ همزده، دورچین: سبزی خوردن، پیاز به همراه دو تکه نان بربری",خاگینه,Restaurant,23zx61
1008817,صبحانه و میان وعده,"نان سیمیت، پنیر، گردو",سیمیت پنیر و گردو,Cafe,24wlz8
1009920,صبحانه,"سوسیس آلمانی گوشت 60 درصد، رب، لیمو، پیاز، یک عدد و نصف نان بازاری",سوسیس ربی یک نفره,Cafe,5p69pr
1011320,صبحانه,,جگر سیب زمینی,Restaurant,5g7yg4
1011650,صبحانه,یک پرس,خوراک عدسی (یک پرس),Restaurant,26r39k
1011651,صبحانه,یک پرس,خوراک لوبیا (یک پرس),Restaurant,26r39k
1011763,کلاب,"نان تست، پنیر خامه ای یا کره، مربای شاتوت",تست شاتوت چهار عدد نان تست,Cafe,2x41y3
1011764,کلاب,"نان تست، پنیر خامه ای یا کره، مربای آلبالو",تست آلبالو چهار عدد نان تست,Cafe,2x41y3
1011765,کلاب,"نان تست، پنیر خامه ای یا کره، مربای توت فرنگی",تست توت فرنگی چهار عدد نان تست,Cafe,2x41y3
1011766,کلاب,"پنیر خامه ای، بادام زمینی",تست پنیر بادام زمینی چهار نان تست,Cafe,2x41y3
1012399,صبحانه,"پنیر سفید لیقوان، خامه، حلوا ارده، گردو، مربا، عسل، نان، خیار، گوجه گیلاسی",صبحانه سنتی,Restaurant,5o17wk
1012401,صبحانه,"نان سنگک، باقالی، تخم مرغ، کره حیوانی، دورچین: پیاز قرمز، لیمو ترش، نارنج، گوجه گیلاسی",باگله بل دهن,Restaurant,5o17wk
1012406,صبحانه,"عدس، سیب زمینی، پیاز سرخ شده، ادویه",عدسی,Restaurant,5o17wk
1013886,صبحانه,"خامه، مربا آلبالو، عسل، کره ، پنیر خامه ای، خیار، گوجه، تخم مرغ نیمرو",صبحانه ایرانی,Cafe,27166r
1016806,صبحانه,"کره، پنیر، کره بادام زمینی، عسل، گردو، چای، شیره انگور، ارده",صبحانه ایرانی,Restaurant,2w7l4p
1017021,صبحانه,"نان بربری مغزدار، پنیر خامه ای، گردو، اسفناج",تست پنیر و اسفناج,Cafe,2ll68n
1017592,صبحانه,"خوراک لوبیا ۲۵۰ گرم، دو تکه نان بربری",خوراک لوبیا,Restaurant,5o17n1
1017599,صبحانه,"100 گرم خامه و عسل، دو تکه نان بربری",خامه و عسل,Restaurant,5o17n1
1017600,صبحانه,"25 گرم کره، 25 گرم پنیر، دو تکه نان بربری",کره و پنیر,Restaurant,5o17n1
1019055,صبحانه و میان وعده,"خامه، عسل، پنیر، گردو",صبحانه ایرانی,Cafe,2x4y3z
1019641,صبحانه,"نان تست، پنیر لبنه و تکه های گردو، به همراه چای یک نفره",تست پنیر و گردو,Cafe,2x4yly
1019645,صبحانه,"دو اسکوپ پنیر لبنه کنجدی، خیار، گوجه فرنگی، گردو، ریحان، زیتون، نان لواش، به همراه چای دمی با نبات و گل و دارچین",صبحانه ایرانی,Cafe,2x4yly
1020035,صبحانه,"دو عدد تخم مرغ، پنیر‌ تبریزی، شوید، به همراه دو تکه نان بربری، دورچین: ترشی کلم قرمز، پیاز",پنیر برشته,Restaurant,2z413o
1020036,صبحانه,,خوراک عدسی (یک پرس),Restaurant,2z413o
1020037,صبحانه,"۴۰۰ گرم، به همراه دو تکه نان بربری، دورچین: ترشی کلم قرمز، پیاز",خوراک لوبیا (یک پرس),Restaurant,2z413o
1021480,صبحانه,لوبیا گرم 300 گرم زیتون گریل نان لواش,لوبیا گرم,Cafe,5nx84z
1021540,صبحانه,"اسفناج، دو عدد تخم مرغ",نرگسی,Cafe,2my18x
1020792,سینی فینگر فود,"شامل: هشت عدد راتا ژامبون گوشت 90 درصد، هشت عدد راتا سبزیجات، هشت عدد راتا الویه ژامبون، هشت عدد راتا مکزیکی، هشت عدد تارت پنیر، هشت عدد تارت مربا، هشت عدد کاناپه سوسیس کوکتل 90 درصد، هشت عدد کاناپه نون و پنیر",سینی صبحانه 64 عددی,Restaurant,56r3y7
1020799,سینی فینگر فود,"نان تست، سبزی خوردن، پنیر",سینی نان و پنیر سبزی سفره عقد 25 عددی,Restaurant,56r3y7
1020840,صبحانه,"شامل: یک عدد خیار، هفت عدد گوجه گیلاسی، نان بربری، سه عدد گردو، پنیر خامه ای، کره پنج گرم، مربا",صبحانه ایرانی,Restaurant,56r3y7
1020842,صبحانه,"نان سمیت، پنیر، گردو، سبزی، خیار و گوجه",سمیت نون پنیر سبزی,Restaurant,56r3y7
1020850,غذای اقتصادی,"یک نفره، پنیر، کره، مربا، خیار، گوجه، گردو، نان سنگک",صبحانه ایرانی اقتصادی,Restaurant,56r3y7
1024431,صبحانه,"نان بربری، پنیر یک نفره تبریز",نان و پنیر تبریز,Cafe,5nxyry
1024447,صبحانه,"خامه یک نفره میهن، عسل یک نفره، نان بربری",خامه و عسل,Cafe,5nxyry
1025181,صبحانه و عصرانه,"یک عدد سوسیس کوکتل 60 درصد، یک ورق بیکن 70 درصد، یک عدد تخم مرغ، یک ورق پنیر گودا، دورچین: نان بربری یا سنگک، سیب زمینی سرخ کرده، خیارشور، فلفل",مخصوص مستر صبحانه,Restaurant,5lloom
1025183,صبحانه و عصرانه,"عدس، سیب زمینی نگینی، تزئین شده با: آویشن، گلپر، به همراه یک تکه نان بربری، ارائه در ظرف بهداشتی",عدسی (یک کیلوگرم),Restaurant,5lloom
1025185,صبحانه و عصرانه,"لوبیا، قارچ، سیب زمینی نگینی، به همراه یک تکه نان بربری، ارائه در ظرف بهداشتی",خوراک لوبیا (یک کیلوگرم),Restaurant,5lloom
1025664,صبحانه و میان وعده,,سوسیس سیب زمینی دو نفره,Restaurant,5o18o9
1025667,صبحانه و میان وعده,,"عدسی (یک پرس)	",Restaurant,5o18o9
1025668,صبحانه و میان وعده,,"پنیر گردو	",Restaurant,5o18o9
1025669,صبحانه و میان وعده,,"خامه عسل	",Restaurant,5o18o9
1025670,صبحانه و میان وعده,,"خامه مربا	",Restaurant,5o18o9
1025671,صبحانه و میان وعده,,کره پنیر,Restaurant,5o18o9
1027811,صبحانه و میان وعده,"یک نفره، لوبیا همراه با سیب زمینی",لوبیا پرسی,Restaurant,2g7rog
1027815,صبحانه و میان وعده,"خوراک عدسی، دورچین: خیارشور، نارنج، دو تکه نان بربری",عدسی 450 گرم,Restaurant,2g7rog
1029753,صبحانه و میان وعده,"پنیر لبنه، گردو، خامه، عسل، عدسی یک نفره، خوراک لوبیا یک نفره، یک عدد نیمرو، کره و مربا، دورچین: ریحان، جعفری، خیارشور، گوجه، لیمو",صبحانه ایرانی,Cafe,26r47z
1029761,صبحانه و میان وعده,"340 گرم، لوبیا چیتی، رب، پیاز داغ، دورچین: لیمو، یک تکه نان سنگک",خوراک لوبیا,Cafe,26r47z
1030469,صبحانه,,عدسی (یک پرس),Restaurant,56r34k
1030470,صبحانه,,کره مربا,Restaurant,56r34k
1031455,صبحانه,"300 گرم خوراک عدسی، به همراه سه تکه نان سنگک",خوراک عدسی,Restaurant,5rwn9m
1031456,صبحانه,"300 گرم خوراک لوبیا، به همراه سه تکه نان سنگک ",خوراک لوبیا,Restaurant,5rwn9m
1030465,صبحانه,,لوبیا (یک پرس),Restaurant,56r34k
1032256,میان وعده,"پنیر، خیار، گوجه، گردو",لقمه صبحانه,Cafe,5nk9wr
1033940,صبحانه,"200 گرم، نان خمیر ترش، ارده، کره پسته",تست ارده و پسته,Cafe,2g7m79
1033941,صبحانه,"یک عدد، ارده و شیره انگور، نان تست",تست ارده و شیره,Cafe,2g7m79
1033944,صبحانه,"یک عدد، نان، كره بادام زمينی، عسل",تست عسل و بادام زميني,Cafe,2g7m79
1033945,صبحانه,یک عدد,تست پنير و گردو,Cafe,2g7m79
1033995,صبحانه,طعم ترش و شیرین,مربا شاتوت 120 گرم,Cafe,2g7m79
1033996,صبحانه,تهیه شده از سیب زرد دماوند,مربا سیب 120 گرم,Cafe,2g7m79
1035371,صبحانه و میان وعده,"تخم مرغ دو عدد، کره، پنیر صبحانه، شود خشک، نان لواش، دورچین",برشته شمالی,Cafe,26r47z
1035374,صبحانه و میان وعده,"300 گرم عدسی، دورچین، نان لولش",عدسی,Cafe,26r47z
1035413,صبحانه,,عدسی (یک پرس),Restaurant,2k6ppk
1036277,صبحانه,"پنیر تبریزی، خیار، گوجه فرنگی، گردو",صبحانه ایرانی,Restaurant,23zm8y
1036302,صبحانه, ,عدسی (یک پرس),Restaurant,23zm8y
1036323,صبحانه,"دو عدد تخم مرغ، يك عدد سوسيس كبابي ",نيمرو سوسيس كبابي,Restaurant,5g94km
1037677,صبحانه,"200 گرم خوراک با سوسیس هات داگ گوشت 60 درصد، سیب زمینی سرخ شده، رب، دورچین ",خوراک سوسیس سیب زمینی,Restaurant,5w1ylo
1037678,صبحانه,"200 گرم خوراک با سوسیس هات داگ گوشت 60 درصد، رب، دورچین",خوراک سوسیس,Restaurant,5w1ylo
1037982,صبحانه و میان وعده,"150 گرم قرمه گوسفندی، 200 گرم سیب زمینی سرخ شده، پیاز، خیارشور، نصف نان بربری",قرمه سیب زمینی,Restaurant,5o18o9
1042508,صبحانه و عصرانه,,خوراک عدسی (350 گرم),Restaurant,5mk96g
1042509,صبحانه و عصرانه,,خوراک لوبیا (350 گرم),Restaurant,5mk96g
1042510,صبحانه و عصرانه,,خوراک لوبیا با قارچ (350 گرم),Restaurant,5mk96g
1042516,صبحانه و عصرانه,,سوسیس سیب زمینی,Restaurant,5mk96g
1042517,صبحانه و عصرانه,"دو نفره، سه عدد تخم مرغ",سوسیس سیب زمینی ربی,Restaurant,5mk96g
1042519,صبحانه و عصرانه,,پنیر گردو,Restaurant,5mk96g
1042520,صبحانه و عصرانه,,کره و عسل,Restaurant,5mk96g
1042521,صبحانه و عصرانه,,کره و مربا,Restaurant,5mk96g
1042522,صبحانه و عصرانه,,کره و پنیر,Restaurant,5mk96g
1042523,صبحانه و عصرانه,,ارده شیره,Restaurant,5mk96g
1042911,صبحانه,"۴۰۰ گرم عدسی، پیاز، لیمو، نان",عدسی (یک پرس),Restaurant,2rwnoy
1044125,صبحانه,"پنیر لبنه ۵۰ گرم ، دو عدد نیمرو، گوجه و خیار ۱۰۰ گرم، یک عدد مغز گردو، ریحان و دورچین",صبحانه ایرانی,Restaurant,2p3n64
1044296,صبحانه,,"صبحانه ایرانی	",Restaurant,5lwyp7
1047150,صبحانه,تک نفره,عدسی (یک پرس),Restaurant,5rwn8l
1047151,صبحانه,تک نفره,"سرشیر و عسل محلی	",Restaurant,5rwn8l
1047152,صبحانه,تک نفره,خامه و عسل محلی,Restaurant,5rwn8l
1047153,صبحانه,تک نفره,"پنیر و گردو	",Restaurant,5rwn8l
1047155,صبحانه,,کره و پنیر,Restaurant,5rwn8l
1048586,صبحانه,"یک نفره، مغز گردو، عسل، کره، پنیر، خیار، گوجه، ریحان، نان تافتو",بشقاب صبحانه میرزا,Restaurant,5nx1yo
1050462,صبحانه,,خوراک لوبیا,Restaurant,594w68
1050525,صبحانه,"پنیر سیاه مزگی، گردو، نان مخصوص، سیب زمینی تنوری، قارچ، سالاد",بیسکوویچ ایرونی,Restaurant,2g7yop
1052161,صبحانه,"نان، پنیر، گوجه، خیارشور، چای","نون و پنیر	",Cafe,56rx3p
1051796,صبحانه,,تست پنیر و گردو با ریحان ایتالیایی,Cafe,294yl7
1051800,صبحانه,دو نفره,سینی صبحانه ایرانی,Cafe,294yl7
1053156,صبحانه,"دو عدد تخم مرغ، نعنا، ادويه مخصوص، دورچین: باقالي، کره، روغن حيواني، یک تکه نان سنگک

","باگله بل دهن	",Restaurant,2k6r9w
1053158,صبحانه,"دو عدد تخم مرغ، دورچین: یک عدد نان تست

",نیمر‌و,Restaurant,2k6r9w
1053160,صبحانه,"دو عدد تخم مرغ، خرما، گردو، ادویه مخصوص، دورچین: یک تکه نان بربری یا یک تکه سنگک

",قیساوا,Restaurant,2k6r9w
1052432,صبحانه,"تخم مرغ، مرغ ریش شده، سوسیس، گوجه فرنگی، قارچ، فلفل دلمه، سه عدد نان لواش",صبحانه مخصوص پاپله,Restaurant,2p6oy4
1052433,صبحانه,,عدسی (یک پرس),Restaurant,2p6oy4
1054062,صبحانه,"عدس، سیب زمینی، پیاز داغ، لیمو ترش تازه، یک تکه نان",عدسی یک کیلوگرم,Restaurant,2ymoym
1054103,صبحانه گرم,"دو عدد تخم مرغ همزده، دورچین، دو عدد نان لواش",خاگینه,Restaurant,5z4ol6
1054111,صبحانه سلامت,دو عدد نان لواش,پنیر گردو کره,Restaurant,5z4ol6
1054112,صبحانه سلامت,"۷۰ گرم پنیر سفید، یک عدد گوجه، یک عدد خیار، دورچین، دو عدد نان لواش",پنیر گوجه خیار,Restaurant,5z4ol6
1054113,صبحانه سلامت,"۷۰ گرم پنیر سفید، ۱۰۰ گرم سبزی خوردن، دورچین، دو عدد نان لواش",پنیر سبزی,Restaurant,5z4ol6
1054114,صبحانه سلامت,"۳۰ گرم کره، ۸۰ گرم مربا آلبالو، دورچین، دو عدد نان لواش",کره مربا,Restaurant,5z4ol6
1054115,صبحانه سلامت,دو عدد نان لواش,"پنیر مربا	",Restaurant,5z4ol6
1054116,صبحانه سلامت,دو عدد نان لواش,حلوا ارده,Restaurant,5z4ol6
1055686,صبحانه,"پنیر، کره، گردو، سبزی، خیار، گوجه",بشقاب صبحانه ایرانی,Restaurant,21oz8r
1055687,صبحانه,,خامه و عسل,Restaurant,21oz8r
1056711,صبحانه و میان وعده,"خرما، دو عدد تخم مرغ، دارچین، گردو",قیساوا,Cafe,2rwzm8
1057076,صبحانه,دو عدد تخم مرغ,سوسیس تخم  مرغ,Restaurant,5nx113
1057077,صبحانه,,پوره سیب زمینی,Restaurant,5nx113
1057085,صبحانه, ,لوبیا (یک پرس),Cafe,29l3x5
1057086,صبحانه, ,عدسی (یک پرس),Cafe,29l3x5
1057096,صبحانه,"یک عدد تخممرغ آبپز و نیمرو، پنیر گردو، کره عسل، خامه مربا، خیار گوجه، نان سنگک، چای نبات",بشقاب ایرانی,Cafe,5k6xk9
1059261,صبحانه,,صبحانه ایرانی,Restaurant,594r6w
1061079,صبحانه و میان وعده,"یک عدد، پنیر لبنه، گردو ایرانی، دو عدد خرما رطب، نان سویتال (سبوس، آرد جو، آرد چاودار، مغز تخمه آفتابگردان، پرک جو)",لقمه پنیر گردو خرما,Cafe,2xgkw9
1061560,صبحانه,"پنیر محلی، عسل محلی، کره محلی، سر شیر محلی، چای، قهوه، آب پرتقال یا آب سیب",ارگانیک مخصوص سوساوا (خانواده),Restaurant,2mk6m7
1062826,صبحانه,تک نفره,عدسی (یک پرس),Restaurant,2mmlgo
1062827,صبحانه,تک نفره,لوبیا (یک پرس),Restaurant,2mmlgo
1062831,صبحانه,"لوبیا، تخم مرغ، خیارشور،گوجه، لیمو ترش، نان بربری",نرگسی,Restaurant,2mmlgo
1063886,صبحانه,"پنیر لیقوان، کره، مربا، ارده شیره، خامه، عسل، گردو، دو عدد تخم مرغ آب پز، گوجه، خیار",صبحانه ایرانی,Restaurant,2llkm8
1066721,صبحانه,,سوسیس سیب زمینی,Restaurant,23z8m5
1064617,صبحانه,یک پرس,خوراک عدسی,Restaurant,23z8m5
1064618,صبحانه,یک پرس,خوراک لوبیا با قارچ,Restaurant,23z8m5
1071476,صبحانه و میان وعده,,تست کره مربا,Restaurant,2kk7zn
1071477,صبحانه و میان وعده,,تست عسل,Restaurant,2kk7zn
1071478,صبحانه و میان وعده,,تست پنیر گردو,Restaurant,2kk7zn
1071479,صبحانه و میان وعده,,تست کره عسل,Restaurant,2kk7zn
1071480,صبحانه و میان وعده,,تست پنیر,Restaurant,2kk7zn
1071481,صبحانه و میان وعده,,تست پنیر و خیار و گوجه,Restaurant,2kk7zn
1071389,صبحانه و میان وعده,یک نفره,عدسی,Restaurant,2o9yn8
1071390,صبحانه و میان وعده,,کره و پنیر,Restaurant,2o9yn8
1071391,صبحانه و میان وعده,,کره مربا,Restaurant,2o9yn8
1071392,صبحانه و میان وعده,,سر شیر عسل,Restaurant,2o9yn8
1071393,صبحانه و میان وعده,,خامه عسل,Restaurant,2o9yn8
1087622,صبحانه,"دو عدد تخم مرغ، ۵۰ گرم پنیر لیقوان، شوید و نان",پنیر برشته,Restaurant,2plrzm
1087643,صبحانه,"یک نفره، پنیر سفید، گردو، خیار، گوجه، نصف نان",صبحانه سرد یک نفره,Restaurant,2plrzm
1089347,مربا,"مربا توت فرنگی اورگانیک ، ۲۵۰ سی سی",مربا توت فرنگی Home made,Cafe,53zmnr
1089349,مربا,"مربا هویج اورگانیک ، ۲۵۰ سی سی",مربا هویج Home made,Cafe,53zmnr
1089549,صبحانه,"یک نفره، پنیر سفید، گردو، خیار، گوجه، نصف نان، مربا",صبحانه سرد یک نفره ویژه,Restaurant,2plrzm
1089562,صبحانه,"دو عدد تخم مرغ، سس مخصوص، گوجه، کره، مربا، پنیر، گردو، نان بربری",صبحانه ایرانی,Restaurant,57nyp7
1089564,صبحانه,"دو عدد تخم مرغ، اسفناج، کره، گوجه، خیارشور، پیاز، نان بربری",صبحانه سنتی,Restaurant,57nyp7
1089611,منوی اقتصادی,"پنیر، گوجه، خیار، نان لواش",لقمه لواش  پنیر گوجه اقتصادی,Cafe,5ng6pg
1089615,صبحانه,"نان لقمه ایچاودار، كره بادام زمينی، عسل",لقمه كره بادام زمينی عسل,Cafe,5ng6pg
1089617,صبحانه,"نان لقمه ای چاودار، كره بادام زمينی و موز",لقمه كره بادام زمينی و موز,Cafe,5ng6pg
1089618,صبحانه,"نان لقمه چاودار، پنير سفيد، گردو",لقمه پنير گردو,Cafe,5ng6pg
1089620,صبحانه,"نان لقمه ای چاودار، پنير سفيد، گوجه فرنگی",لقمه پنير گوجه,Cafe,5ng6pg
1089621,صبحانه,"٣٠٩ كالری، ١٣ گرم پروتئين، ٥٠ گرم نان چاودار رژيمی، پنير رژيمی، زيتون، گردو، شويد",تست پنير و زيتون,Cafe,5ng6pg
1089622,صبحانه,نان چادار تست شده كره بادام زمينی و خرما,تست كره بادام زمينی و خرما,Cafe,5ng6pg
1089623,صبحانه,"گوجه فرنگی تازه و پنير، ريحان تازه و نان چاودار",تست پنیر و گوجه,Cafe,5ng6pg
1089625,صبحانه,"نان چاودار، 50 گرم کره بادام زمینی، 50 گرم موز",تست کره بادام زمینی و موز,Cafe,5ng6pg
1089627,صبحانه,"پنير کم چرب، گردو، خیار، گوجه، ريحان تازه به همراه پنج تکه نان سنگک",صبحانه ایرانی,Cafe,5ng6pg
1090990,صبحانه,"نان خمیر ترش ، پنیر خامه ای ، گردو ایرانی ، سبزی معطر  ",تست پنیر و گردو,Cafe,53zmnr
1090992,صبحانه,"نان خمیر ترش ، مربا توت فرنگی Home Made ، پنیر خامه ای ",تست مربا توت فرنگی و پنیر,Cafe,53zmnr
1091092,صبحانه و میان وعده,"دو عدد تخم مرغ، سس مخصوص دست ساز، دورچین: خیارشور، گوجه، پیاز، سه تکه نان سنگک",صبحانه ناوال,Cafe,5xwrlk
1091093,صبحانه و میان وعده,"یک نفره، پنیر سفید، کره، گردو، مربا توت فرنگی یا تمشک یا آلبالو، سه تکه نان سنگک",صبحانه ایرانی,Cafe,5xwrlk
1094821,صبحانه و میان وعده,175 گرم مارمالاد خانگی,مارمالاد هلو,Cafe,56rywm
1101734,صبحانه,"پنیر لیقوان، گردو، خیار، گوجه، کره محلی، مربا",صبحانه ایرانی,Restaurant,5p3z1r
1101119,صبحانه و عصرانه سرد,"پنیر دانمارکی، زیتون، گردو، (نوع نان به انتخاب شما)",ساندویچ پنیر و زیتون و گردو کوچک (10 در 17 سانتی متر),Restaurant,2lwknm
1102596,صبحانه,"پنیر، کره، خامه، مربا، عسل، گردو، خیار، گوجه فرنگی، نان تازه",صبحانه ایرانی,Restaurant,2o3k4z
1102604,صبحانه,"نان سیمیت،  پنیر،  گردو،  گوجه فرنگی،  خیار،  تربچه",سیمیت ایرانی,Restaurant,2o3k4z
